,city,detailed_location,tipology,price,area,area_per_square_meter,bathrooms,apartament_state
208,Setúbal,"Barreiro e Lavradio, Barreiro, Setúbal",T3,157 000 €,129 m²,1 217 €/m²,Casas de Banho: 2,Usado
209,Lisboa,"Misericórdia, Lisboa",T5,2 800 000 €,270 m²,10 370 €/m²,Casas de Banho: 4 ou mais,Renovado
210,Lisboa,"Santa Maria Maior, Lisboa",T2,890 000 €,104 m²,8 558 €/m²,Casas de Banho: 2,Usado
211,Porto,"Santa Marinha e São Pedro da Afurada, Vila Nova de Gaia, Porto",T3,245 000 €,110 m²,2 227 €/m²,Casas de Banho: 3,Em construção
212,Porto,"Santa Marinha e São Pedro da Afurada, Vila Nova de Gaia, Porto",T2,192 500 €,106 m²,1 816 €/m²,Casas de Banho: 2,Em construção
213,Porto,"Santa Marinha e São Pedro da Afurada, Vila Nova de Gaia, Porto",T3,456 750 €,140 m²,3 263 €/m²,Casas de Banho: 4 ou mais,Em construção
214,Setúbal,"Quinta do Anjo, Palmela, Setúbal",T1,120 000 €,68 m²,1 765 €/m²,Casas de Banho: 1,Novo
215,Lisboa,"Alvalade, Lisboa",T3,1 020 000 €,"146,59 m²",6 958 €/m²,Casas de Banho: 3,Em construção
216,Lisboa,"Alvalade, Lisboa",T2,995 000 €,"140,02 m²",7 106 €/m²,Casas de Banho: 3,Em construção
217,Lisboa,"Olivais, Lisboa",T3,810 000 €,"156,30 m²",5 182 €/m²,Casas de Banho: 3,Em construção
218,Porto,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória, Porto",Vídeo,T2,500 000 €,96 m²,5 208 €/m²,Casas de Banho: 2
219,Porto,"Santa Marinha e São Pedro da Afurada, Vila Nova de Gaia, Porto",T3,505 518 €,139 m²,3 637 €/m²,Casas de Banho: 4 ou mais,Novo
220,Porto,"Santa Marinha e São Pedro da Afurada, Vila Nova de Gaia, Porto",T1,130 000 €,57 m²,2 281 €/m²,Casas de Banho: 1,Em construção
221,Setúbal,"Almada, Cova da Piedade, Pragal e Cacilhas, Almada, Setúbal",T3,250 000 €,92 m²,2 717 €/m²,Casas de Banho: 2,
222,Porto,"Santa Marinha e São Pedro da Afurada, Vila Nova de Gaia, Porto",T3,527 943 €,139 m²,3 798 €/m²,Casas de Banho: 4 ou mais,Em construção
223,Porto,"Santa Marinha e São Pedro da Afurada, Vila Nova de Gaia, Porto",T2,380 052 €,116 m²,3 276 €/m²,Casas de Banho: 3,Em construção
224,Porto,"Santa Marinha e São Pedro da Afurada, Vila Nova de Gaia, Porto",T2,367 733 €,112 m²,3 283 €/m²,Casas de Banho: 3,Em construção
225,Porto,"Santa Marinha e São Pedro da Afurada, Vila Nova de Gaia, Porto",T2,367 333 €,112 m²,3 280 €/m²,Casas de Banho: 3,Em construção
226,Lisboa,"Carnaxide e Queijas, Oeiras, Lisboa",T2,385 000 €,"132,10 m²",2 914 €/m²,Casas de Banho: 2,Novo
227,Leiria,"Caldas da Rainha - Nossa Senhora do Pópulo, Coto e São Gregório, Caldas da Rainha, Leiria",T3,165 000 €,"207,50 m²",795 €/m²,Casas de Banho: 3,Usado
228,Lisboa,"Queluz e Belas, Sintra, Lisboa",T3,185 000 €,"90,30 m²",2 049 €/m²,Casas de Banho: 2,Usado
229,Porto,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória, Porto",Vídeo,T4,550 000 €,150 m²,3 667 €/m²,Casas de Banho: 4 ou mais
230,Porto,"Santa Marinha e São Pedro da Afurada, Vila Nova de Gaia, Porto",T3,456 750 €,139 m²,3 286 €/m²,Casas de Banho: 4 ou mais,Em construção
231,Porto,"Santa Marinha e São Pedro da Afurada, Vila Nova de Gaia, Porto",T3,478 982 €,139 m²,3 446 €/m²,Casas de Banho: 4 ou mais,Em construção
232,Porto,"Matosinhos e Leça da Palmeira, Matosinhos, Porto",T2,525 000 €,"84,24 m²",6 232 €/m²,Casas de Banho: 2,Novo
233,Porto,"Santa Marinha e São Pedro da Afurada, Vila Nova de Gaia, Porto",T4,830 845 €,172 m²,4 830 €/m²,Casas de Banho: 4 ou mais,Novo
234,Porto,"Santa Marinha e São Pedro da Afurada, Vila Nova de Gaia, Porto",T3,511 565 €,140 m²,3 654 €/m²,Casas de Banho: 4 ou mais,Em construção
235,Porto,"Santa Marinha e São Pedro da Afurada, Vila Nova de Gaia, Porto",T2,398 591 €,116 m²,3 436 €/m²,Casas de Banho: 3,Em construção
236,Porto,"Matosinhos e Leça da Palmeira, Matosinhos, Porto",T2,233 000 €,75 m²,3 107 €/m²,Casas de Banho: 3,Em construção
237,Porto,"Santa Marinha e São Pedro da Afurada, Vila Nova de Gaia, Porto",T2,395 000 €,116 m²,3 405 €/m²,Casas de Banho: 3,Novo
238,Porto,"Santa Marinha e São Pedro da Afurada, Vila Nova de Gaia, Porto",T2,363 878 €,116 m²,3 137 €/m²,Casas de Banho: 3,Em construção
239,Porto,"Santa Marinha e São Pedro da Afurada, Vila Nova de Gaia, Porto",T3,458 530 €,139 m²,3 299 €/m²,Casas de Banho: 4 ou mais,Em construção
240,Lisboa,"Rio de Mouro, Sintra, Lisboa",T2,125 000 €,71 m²,1 761 €/m²,Casas de Banho: 1,
241,Porto,"Santa Marinha e São Pedro da Afurada, Vila Nova de Gaia, Porto",T3,502 966 €,139 m²,3 618 €/m²,Casas de Banho: 4 ou mais,Novo
242,Porto,"Santa Marinha e São Pedro da Afurada, Vila Nova de Gaia, Porto",T3,511 413 €,140 m²,3 653 €/m²,Casas de Banho: 4 ou mais,Novo
243,Lisboa,"Queluz e Belas, Sintra, Lisboa",T2,139 500 €,80 m²,1 744 €/m²,Casas de Banho: 1,Usado
244,Santarém,"Fátima, Ourém, Santarém",136 000 €,116 m²,1 172 €/m²,Casas de Banho: 2,Renovado,Acompanhamento Virtual
245,Porto,"Santa Marinha e São Pedro da Afurada, Vila Nova de Gaia, Porto",T2,379 887 €,116 m²,3 275 €/m²,Casas de Banho: 3,Em construção
246,Porto,"Matosinhos e Leça da Palmeira, Matosinhos, Porto",Vídeo,T3,800 000 €,"155,20 m²",5 155 €/m²,Casas de Banho: 3
247,Porto,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória, Porto",T1,170 000 €,"56,40 m²",3 014 €/m²,Casas de Banho: 1,Em construção
248,Aveiro,"São Roque, Oliveira de Azeméis, Aveiro",T3,139 500 €,105 m²,1 329 €/m²,Casas de Banho: 2,Renovado
249,Porto,"Baguim do Monte, Gondomar, Porto",T2,180 000 €,90 m²,2 000 €/m²,Casas de Banho: 2,Usado
250,Porto,"São Mamede de Infesta e Senhora da Hora, Matosinhos, Porto",T3,300 000 €,132 m²,2 273 €/m²,Casas de Banho: 3,Usado
251,Lisboa,"Carcavelos e Parede, Cascais, Lisboa",Vídeo,T2,275 000 €,94 m²,2 926 €/m²,Casas de Banho: 2
252,Porto,"Lordelo do Ouro e Massarelos, Porto",T2,630 000 €,"133,80 m²",4 709 €/m²,Casas de Banho: 3,Novo
253,Porto,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória, Porto",T1,240 000 €,65 m²,3 692 €/m²,Casas de Banho: 1,Novo
254,Porto,"Matosinhos e Leça da Palmeira, Matosinhos, Porto",T4,495 000 €,"163,20 m²",3 033 €/m²,Casas de Banho: 3,Em construção
255,Porto,"Cidade da Maia, Maia, Porto",Vídeo,T3,159 000 €,152 m²,1 046 €/m²,Casas de Banho: 3
256,Faro,"Portimão, Faro",T1,160 000 €,"40,10 m²",3 990 €/m²,Casas de Banho: 1,Usado
257,Faro,"Faro (Sé e São Pedro), Faro",T4,550 000 €,"164,80 m²",3 337 €/m²,Casas de Banho: 3,Novo
258,Porto,"Campanhã, Porto",T5,290 000 €,182 m²,1 593 €/m²,Casas de Banho: 3,
259,Porto,"Mafamude e Vilar do Paraíso, Vila Nova de Gaia, Porto",T4,255 000 €,129 m²,1 977 €/m²,Casas de Banho: 2,Usado
260,Porto,"Matosinhos e Leça da Palmeira, Matosinhos, Porto",T3,299 000 €,"106,25 m²",2 814 €/m²,Casas de Banho: 3,Novo
261,Lisboa,"Penha de França, Lisboa",Vídeo,T3,450 000 €,106 m²,4 245 €/m²,Casas de Banho: 2
262,Setúbal,"Corroios, Seixal, Setúbal",T2,155 000 €,"91,30 m²",1 698 €/m²,Acompanhamento Virtual,Casas de Banho: 1
263,Faro,"Albufeira e Olhos de Água, Albufeira, Faro",T3,295 000 €,84 m²,3 512 €/m²,Casas de Banho: 2,Renovado
264,Faro,"Albufeira e Olhos de Água, Albufeira, Faro",T1,124 000 €,61 m²,2 033 €/m²,Casas de Banho: 1,Usado
265,Faro,"Albufeira e Olhos de Água, Albufeira, Faro",T2,275 000 €,87 m²,3 161 €/m²,Casas de Banho: 2,Usado
266,Faro,"Albufeira e Olhos de Água, Albufeira, Faro",T2,185 000 €,45 m²,4 111 €/m²,Casas de Banho: 1,Renovado
267,Faro,"Albufeira e Olhos de Água, Albufeira, Faro",T2,350 000 €,175 m²,2 000 €/m²,Casas de Banho: 4 ou mais,Usado
268,Faro,"Albufeira e Olhos de Água, Albufeira, Faro",T0,183 000 €,"88,10 m²",2 077 €/m²,Casas de Banho: 1,Novo
269,Faro,"Albufeira e Olhos de Água, Albufeira, Faro",T2,350 000 €,"144,50 m²",2 422 €/m²,Casas de Banho: 2,Novo
270,Lisboa,"Ajuda, Lisboa",T3,1 020 000 €,"156,10 m²",6 534 €/m²,Novo,
271,Setúbal,"Seixal, Arrentela e Aldeia de Paio Pires, Seixal, Setúbal",T4,475 000 €,"145,35 m²",3 268 €/m²,Novo,
272,Faro,"Albufeira e Olhos de Água, Albufeira, Faro",T2,147 000 €,83 m²,1 771 €/m²,Casas de Banho: 1,Usado
273,Faro,"Albufeira e Olhos de Água, Albufeira, Faro",T1,115 000 €,35 m²,3 286 €/m²,Casas de Banho: 1,Renovado
274,Faro,"Albufeira e Olhos de Água, Albufeira, Faro",T1,170 000 €,65 m²,2 615 €/m²,Casas de Banho: 1,Usado
275,Porto,"Lordelo do Ouro e Massarelos, Porto",T1,165 000 €,"68,80 m²",2 398 €/m²,Casas de Banho: 1,Novo
276,Faro,"Albufeira e Olhos de Água, Albufeira, Faro",T3,455 000 €,"129,35 m²",3 518 €/m²,Casas de Banho: 3,Novo
277,Porto,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória, Porto",T1,240 000 €,65 m²,3 692 €/m²,Casas de Banho: 2,Novo
278,Faro,"Albufeira e Olhos de Água, Albufeira, Faro",T3,475 000 €,"255,90 m²",1 856 €/m²,Casas de Banho: 3,Novo
279,Setúbal,"Seixal, Arrentela e Aldeia de Paio Pires, Seixal, Setúbal",T3,296 000 €,"140,40 m²",2 108 €/m²,Novo,
280,Faro,"Faro (Sé e São Pedro), Faro",T2,304 000 €,"166,60 m²",1 825 €/m²,Casas de Banho: 2,Novo
281,Porto,"Lordelo do Ouro e Massarelos, Porto",T2,280 000 €,"87,40 m²",3 204 €/m²,Casas de Banho: 2,Novo
282,Porto,"Santa Marinha e São Pedro da Afurada, Vila Nova de Gaia, Porto",T2,180 000 €,114 m²,1 579 €/m²,Casas de Banho: 2,Novo
283,Porto,"Aveleda, Lousada, Porto",T3,99 000 €,107 m²,925 €/m²,Casas de Banho: 2,Renovado
284,Setúbal,"Baixa da Banheira e Vale da Amoreira, Moita, Setúbal",T3,86 000 €,84 m²,1 024 €/m²,Casas de Banho: 2,Usado
285,Porto,"Fânzeres e São Pedro da Cova, Gondomar, Porto",T1,105 500 €,"61,50 m²",1 715 €/m²,Casas de Banho: 1,Usado
286,Porto,"Lordelo do Ouro e Massarelos, Porto",Vídeo,T3,415 000 €,155 m²,2 677 €/m²,Acompanhamento Virtual
287,Setúbal,"Alhos Vedros, Moita, Setúbal",T3,143 000 €,106 m²,1 349 €/m²,Casas de Banho: 2,Usado
288,Leiria,"Leiria, Pousos, Barreira e Cortes, Leiria",T3,305 000 €,"218,87 m²",1 394 €/m²,Casas de Banho: 2,Novo
289,Faro,"Faro (Sé e São Pedro), Faro",T2,250 000 €,131 m²,1 908 €/m²,Casas de Banho: 2,Novo
290,Lisboa,"Penha de França, Lisboa",T2,228 500 €,68 m²,3 360 €/m²,Casas de Banho: 1,Usado
291,Lisboa,"Oeiras e São Julião da Barra, Paço de Arcos e Caxias, Oeiras, Lisboa",T3,345 000 €,110 m²,3 136 €/m²,Casas de Banho: 2,Usado
292,Lisboa,"Campo de Ourique, Lisboa",T3,695 000 €,146 m²,4 760 €/m²,Casas de Banho: 2,Usado
293,Faro,"Faro (Sé e São Pedro), Faro",T3,336 000 €,127 m²,2 646 €/m²,Casas de Banho: 2,Novo
294,Setúbal,"Moita, Setúbal",T4,198 000 €,190 m²,1 042 €/m²,Casas de Banho: 3,Para recuperar
295,Setúbal,"Moita, Setúbal",T4,198 000 €,190 m²,1 042 €/m²,Casas de Banho: 3,Para recuperar
296,Setúbal,"São Sebastião, Setúbal",T3,240 000 €,127 m²,1 890 €/m²,Casas de Banho: 2,
297,Porto,"Santa Marinha e São Pedro da Afurada, Vila Nova de Gaia, Porto",T3,212 500 €,142 m²,1 496 €/m²,Casas de Banho: 2,Renovado
298,Porto,"Santa Marinha e São Pedro da Afurada, Vila Nova de Gaia, Porto",T2,350 000 €,93 m²,3 763 €/m²,Casas de Banho: 1,Usado
299,Porto,"São Mamede de Infesta e Senhora da Hora, Matosinhos, Porto",T2,159 000 €,76 m²,2 092 €/m²,Casas de Banho: 2,Renovado
300,Porto,"Paranhos, Porto",Vídeo,T3,431 000 €,150 m²,2 873 €/m²,Casas de Banho: 4 ou mais
301,Lisboa,"Lumiar, Lisboa",T1,240 000 €,60 m²,4 000 €/m²,Casas de Banho: 1,Novo
302,Lisboa,"Lumiar, Lisboa",T2,475 000 €,118 m²,4 025 €/m²,Casas de Banho: 2,Novo
303,Lisboa,"Porto Salvo, Oeiras, Lisboa",T3,410 000 €,93 m²,4 409 €/m²,Casas de Banho: 2,Usado
304,Setúbal,"Costa da Caparica, Almada, Setúbal",T4,250 000 €,146 m²,1 712 €/m²,Acompanhamento Virtual,Casas de Banho: 2
305,Porto,"Castêlo da Maia, Maia, Porto",185 000 €,140 m²,1 321 €/m²,Casas de Banho: 3,Usado,
306,Porto,"Paranhos, Porto",152 500 €,54 m²,2 824 €/m²,Casas de Banho: 1,Usado,
307,Porto,"Santa Marinha e São Pedro da Afurada, Vila Nova de Gaia, Porto",T3,Preço sob consulta,140 m²,Casas de Banho: 4 ou mais,Em construção,
308,Porto,"Paranhos, Porto",Vídeo,T3,400 000 €,149 m²,2 685 €/m²,Casas de Banho: 4 ou mais
309,Porto,"Paranhos, Porto",Vídeo,T3,400 000 €,137 m²,2 920 €/m²,Casas de Banho: 4 ou mais
310,Lisboa,"Agualva e Mira-Sintra, Sintra, Lisboa",139 000 €,80 m²,1 738 €/m²,Casas de Banho: 1,Usado,
311,Leiria,"Nazaré, Leiria",468 000 €,212 m²,2 208 €/m²,Casas de Banho: 2,Em construção,
312,Lisboa,"Venteira, Amadora, Lisboa",217 000 €,"89,73 m²",2 418 €/m²,Casas de Banho: 1,Em construção,
313,Porto,"Bonfim, Porto",197 500 €,"73,65 m²",2 682 €/m²,Novo,,
314,Lisboa,"Arroios, Lisboa",T2,530 000 €,"77,30 m²",6 856 €/m²,Em construção,
315,Lisboa,"Cascais e Estoril, Cascais, Lisboa",630 750 €,91 m²,6 931 €/m²,Novo,,
316,Lisboa,"Arroios, Lisboa",T1,610 000 €,"73,21 m²",8 332 €/m²,Em construção,
317,Lisboa,"Alcântara, Lisboa",1 235 520 €,"237,90 m²",5 193 €/m²,Casas de Banho: 4 ou mais,Em construção,
318,Lisboa,"Estrela, Lisboa",1 111 000 €,143 m²,7 769 €/m²,Casas de Banho: 3,Em construção,
319,Lisboa,"Cascais e Estoril, Cascais, Lisboa",2 168 400 €,"266,60 m²",8 134 €/m²,Novo,,
320,Lisboa,"Belém, Lisboa",2 050 000 €,"259,65 m²",7 895 €/m²,Casas de Banho: 4 ou mais,Novo,
321,Porto,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória, Porto",195 000 €,68 m²,2 868 €/m²,Casas de Banho: 1,Renovado,
322,Lisboa,"Cascais e Estoril, Cascais, Lisboa",1 323 800 €,"181,60 m²",7 290 €/m²,Novo,,
323,Lisboa,"Estrela, Lisboa",825 000 €,"83,15 m²",9 922 €/m²,Casas de Banho: 2,Em construção,
324,Setúbal,"Alcochete, Setúbal",335 000 €,"58,90 m²",5 688 €/m²,Casas de Banho: 1,Novo,
325,Lisboa,"Cascais e Estoril, Cascais, Lisboa",1 623 800 €,176 m²,9 226 €/m²,Novo,,
326,Lisboa,"Estrela, Lisboa",1 350 000 €,"170,69 m²",7 909 €/m²,Casas de Banho: 3,Novo,
327,Faro,"Faro (Sé e São Pedro), Faro",T3,280 000 €,108 m²,2 593 €/m²,Casas de Banho: 2,Novo
328,Lisboa,"Alcabideche, Cascais, Lisboa",T2,327 500 €,"87,18 m²",3 757 €/m²,Casas de Banho: 1,Usado
329,Faro,"Faro (Sé e São Pedro), Faro",T1,175 000 €,90 m²,1 944 €/m²,Casas de Banho: 1,Novo
330,Porto,"Matosinhos e Leça da Palmeira, Matosinhos, Porto",T2,213 000 €,"74,72 m²",2 851 €/m²,Em construção,
331,Lisboa,"Carcavelos e Parede, Cascais, Lisboa",T2,320 000 €,"100,35 m²",3 189 €/m²,Casas de Banho: 2,Novo
332,Leiria,"Leiria, Pousos, Barreira e Cortes, Leiria",Vídeo,T3,240 000 €,102 m²,2 353 €/m²,Casas de Banho: 2
333,Lisboa,"Campo de Ourique, Lisboa",T4,1 250 000 €,176 m²,7 102 €/m²,Casas de Banho: 2,Renovado
334,Lisboa,"Benfica, Lisboa",T0,250 000 €,46 m²,5 435 €/m²,Casas de Banho: 1,Usado
335,Faro,"Albufeira e Olhos de Água, Albufeira, Faro",T2,490 000 €,239 m²,2 050 €/m²,Casas de Banho: 2,Novo
336,Setúbal,"Seixal, Arrentela e Aldeia de Paio Pires, Seixal, Setúbal",T4,480 000 €,"204,25 m²",2 350 €/m²,Novo,
337,Faro,"Portimão, Faro",T1,170 000 €,"65,35 m²",2 601 €/m²,Casas de Banho: 1,Em construção
338,Faro,"Portimão, Faro",T1,170 000 €,"65,35 m²",2 601 €/m²,Casas de Banho: 1,Em construção
339,Faro,"Portimão, Faro",T2,250 000 €,"76,70 m²",3 259 €/m²,Casas de Banho: 2,Em construção
340,Setúbal,"Alcochete, Setúbal",T2,505 000 €,"84,80 m²",5 955 €/m²,Casas de Banho: 2,Novo
341,Faro,"Portimão, Faro",T1,170 000 €,"65,35 m²",2 601 €/m²,Casas de Banho: 1,Em construção
342,Faro,"Faro (Sé e São Pedro), Faro",T2,287 000 €,"135,60 m²",2 117 €/m²,Casas de Banho: 2,Novo
343,Aveiro,"Glória e Vera Cruz, Aveiro",T3,370 000 €,114 m²,3 246 €/m²,Casas de Banho: 3,Em construção
344,Faro,"Faro (Sé e São Pedro), Faro",T3,352 000 €,"172,30 m²",2 043 €/m²,Casas de Banho: 3,Novo
345,Setúbal,"Seixal, Arrentela e Aldeia de Paio Pires, Seixal, Setúbal",T3,437 000 €,"151,70 m²",2 881 €/m²,Novo,
346,Lisboa,"Avenidas Novas, Lisboa",T3,1 090 000 €,126 m²,8 651 €/m²,Casas de Banho: 4 ou mais,Novo
347,Aveiro,"Glória e Vera Cruz, Aveiro",T2,255 000 €,98 m²,2 602 €/m²,Casas de Banho: 2,Em construção
348,Lisboa,"Avenidas Novas, Lisboa",T1,500 000 €,"54,70 m²",9 141 €/m²,Casas de Banho: 1,Em construção
349,Setúbal,"Alto do Seixalinho, Santo André e Verderena, Barreiro, Setúbal",T2,172 000 €,"104,35 m²",1 648 €/m²,Casas de Banho: 1,Novo
350,Lisboa,"Carnaxide e Queijas, Oeiras, Lisboa",T3,465 000 €,136 m²,3 419 €/m²,Casas de Banho: 3,Novo
351,Porto,"Bonfim, Porto",T4,1 396 747 €,"309,70 m²",4 510 €/m²,Casas de Banho: 4 ou mais,Novo
352,Lisboa,"Avenidas Novas, Lisboa",T1,430 000 €,70 m²,6 143 €/m²,Casas de Banho: 1,Em construção
353,Lisboa,"Campo de Ourique, Lisboa",T2,820 000 €,105 m²,7 810 €/m²,Casas de Banho: 3,Em construção
354,Porto,"Bonfim, Porto",T2,1 060 301 €,"235,10 m²",4 510 €/m²,Novo,
355,Lisboa,"Algés, Linda-a-Velha e Cruz Quebrada-Dafundo, Oeiras, Lisboa",T2,265 000 €,80 m²,3 313 €/m²,Casas de Banho: 1,Renovado
356,Lisboa,"Avenidas Novas, Lisboa",T1,685 000 €,98 m²,6 990 €/m²,Casas de Banho: 2,Em construção
357,Braga,"Real, Dume e Semelhe, Braga",T3,175 000 €,124 m²,1 411 €/m²,Casas de Banho: 3,Em construção
358,Lisboa,"Carnaxide e Queijas, Oeiras, Lisboa",Vídeo,T3,249 000 €,85 m²,2 929 €/m²,Casas de Banho: 2
359,Lisboa,"Carnaxide e Queijas, Oeiras, Lisboa",T2,455 000 €,137 m²,3 321 €/m²,Casas de Banho: 3,Novo
360,Lisboa,"Avenidas Novas, Lisboa",T0,290 000 €,36 m²,8 056 €/m²,Casas de Banho: 1,Em construção
361,Porto,"Cidade da Maia, Maia, Porto",T3,190 000 €,122 m²,1 557 €/m²,Acompanhamento Virtual,Casas de Banho: 2
362,Lisboa,"Campo de Ourique, Lisboa",T5,3 700 000 €,326 m²,11 350 €/m²,Casas de Banho: 4 ou mais,Em construção
363,Setúbal,"Castelo (Sesimbra), Sesimbra, Setúbal",T3,565 000 €,176 m²,3 210 €/m²,Casas de Banho: 4 ou mais,Em construção
364,Setúbal,"Castelo (Sesimbra), Sesimbra, Setúbal",T2,425 000 €,92 m²,4 620 €/m²,Casas de Banho: 3,Em construção
365,Lisboa,"Avenidas Novas, Lisboa",T2,795 000 €,110 m²,7 227 €/m²,Casas de Banho: 2,Em construção
366,Lisboa,"São Vicente, Lisboa",T4,1 900 000 €,"213,84 m²",8 885 €/m²,Casas de Banho: 4 ou mais,Em construção
367,Lisboa,"Avenidas Novas, Lisboa",T2,530 000 €,"66,10 m²",8 018 €/m²,Casas de Banho: 1,Em construção
368,Porto,"Paranhos, Porto",Vídeo,T2,350 000 €,132 m²,2 652 €/m²,Casas de Banho: 3
369,Setúbal,"Alcochete, Setúbal",T3,895 000 €,"214,45 m²",4 173 €/m²,Casas de Banho: 2,Novo
370,Lisboa,"Alcântara, Lisboa",T3,915 000 €,131 m²,6 985 €/m²,Casas de Banho: 4 ou mais,Em construção
371,Lisboa,"Agualva e Mira-Sintra, Sintra, Lisboa",Vídeo,T2,139 000 €,"73,16 m²",1 900 €/m²,Casas de Banho: 1
372,Lisboa,"Cascais e Estoril, Cascais, Lisboa",T1,199 900 €,54 m²,3 702 €/m²,Casas de Banho: 1,Renovado
373,Faro,"Portimão, Faro",T3,224 300 €,104 m²,2 157 €/m²,Casas de Banho: 2,Em construção
374,Setúbal,"Alto do Seixalinho, Santo André e Verderena, Barreiro, Setúbal",T3,196 000 €,"118,98 m²",1 647 €/m²,Casas de Banho: 2,Novo
375,Lisboa,"Avenidas Novas, Lisboa",T4,1 175 000 €,"146,60 m²",8 015 €/m²,Casas de Banho: 3,Em construção
376,Lisboa,"Santo António, Lisboa",T2,1 700 000 €,167 m²,10 180 €/m²,Casas de Banho: 3,Novo
377,Lisboa,"Arroios, Lisboa",T3,370 000 €,63 m²,5 873 €/m²,Casas de Banho: 2,Usado
378,Faro,"Portimão, Faro",T3,280 000 €,113 m²,2 478 €/m²,Usado,
379,Faro,"Portimão, Faro",T3,157 000 €,100 m²,1 570 €/m²,Casas de Banho: 2,Usado
380,Faro,"Portimão, Faro",T1,128 500 €,40 m²,3 213 €/m²,Casas de Banho: 1,Usado
381,Faro,"Portimão, Faro",T2,260 000 €,"76,70 m²",3 390 €/m²,Casas de Banho: 2,Novo
382,Faro,"Portimão, Faro",T2,295 000 €,85 m²,3 471 €/m²,Casas de Banho: 2,
383,Braga,"Braga (São José de São Lázaro e São João do Souto), Braga",T3,499 900 €,228 m²,2 193 €/m²,Acompanhamento Virtual,Casas de Banho: 3
384,Leiria,"Marinha Grande, Leiria",T3,115 000 €,118 m²,975 €/m²,Casas de Banho: 2,Usado
385,Porto,"São Mamede de Infesta e Senhora da Hora, Matosinhos, Porto",T2,170 000 €,92 m²,1 848 €/m²,Casas de Banho: 1,Renovado
386,Porto,"Cidade da Maia, Maia, Porto",T3,190 000 €,122 m²,1 557 €/m²,Acompanhamento Virtual,Casas de Banho: 2
387,Porto,"São Mamede de Infesta e Senhora da Hora, Matosinhos, Porto",Vídeo,T3,180 000 €,128 m²,1 406 €/m²,Casas de Banho: 2
388,Lisboa,"Cascais e Estoril, Cascais, Lisboa",T6,6 500 000 €,430 m²,15 116 €/m²,Casas de Banho: 4 ou mais,Usado
389,Lisboa,"Lourinhã e Atalaia, Lourinhã, Lisboa",T3,239 000 €,"149,51 m²",1 599 €/m²,Casas de Banho: 3,Usado
390,Lisboa,"Massamá e Monte Abraão, Sintra, Lisboa",T1,80 000 €,"41,80 m²",1 914 €/m²,Acompanhamento Virtual,Casas de Banho: 1
391,Porto,"Santa Marinha e São Pedro da Afurada, Vila Nova de Gaia, Porto",130 000 €,"57,05 m²",2 279 €/m²,Casas de Banho: 2,Novo,
392,Lisboa,"Queluz e Belas, Sintra, Lisboa",130 000 €,"93,80 m²",1 386 €/m²,Casas de Banho: 2,Usado,
393,Porto,"Santa Marinha e São Pedro da Afurada, Vila Nova de Gaia, Porto",192 000 €,107 m²,1 794 €/m²,Acompanhamento Virtual,Casas de Banho: 3,Novo
394,Lisboa,"Misericórdia, Lisboa",T0,233 990 €,"35,74 m²",6 547 €/m²,Casas de Banho: 1,Usado
395,Porto,"Paranhos, Porto",T1,185 000 €,69 m²,2 681 €/m²,Casas de Banho: 1,Em construção
396,Porto,"Santa Marinha e São Pedro da Afurada, Vila Nova de Gaia, Porto",250 000 €,113 m²,2 212 €/m²,Acompanhamento Virtual,Casas de Banho: 3,Novo
